-341.83,93.44,4962.85
479.12,211.45,4694.77
-473.69,-106.31,4969.79
-443.21,-63.39,4043.41
452.05,168.03,4017.37
481.11,-106.43,4706.66
-294.41,123.02,4892.60
453.14,-62.79,3885.22
-388.54,117.67,3799.54
-563.37,50.07,5494.84
-534.03,101.88,5236.57
-531.03,-1.63,5463.44
460.06,-157.36,4276.10
441.21,76.60,3774.42
458.83,264.41,4297.00
-471.68,-8.71,4049.63
441.45,28.32,3830.04
-432.92,29.08,3968.60
-436.15,80.11,3984.36
-450.65,-152.93,3883.13
480.14,112.03,3960.67
-477.91,112.50,3970.50
-460.84,166.93,3195.33
-405.94,169.41,3556.08
-571.13,-150.00,4330.13
-538.80,-101.70,4369.28
569.97,153.16,4505.07
-248.39,372.11,4182.95
-295.92,344.98,4012.69
50.00,-371.13,4330.13
536.01,103.82,5194.66
100.00,-342.26,4330.13
300.00,-342.26,4330.13
536.29,-1.34,5169.62
100.01,169.07,4328.93
199.99,169.07,4330.61
566.04,50.65,5094.09
-50.00,371.13,4330.13
200.00,111.33,4330.17
-538.93,-200.16,4600.91
200.00,-342.26,4330.13
-49.99,255.67,4330.63
-198.39,343.25,4047.33
-567.79,-250.16,4830.78
-0.00,-342.26,4330.13
150.00,-371.13,4330.13
400.21,-340.51,4489.32
0.01,284.53,4329.79
-49.96,-90.76,4328.36
150.00,371.13,4330.13
250.00,-371.13,4330.13
450.21,-369.38,4593.24
-100.00,284.53,4330.13
-99.80,169.18,4302.95
541.18,204.79,4222.00
-99.97,-61.89,4333.54
-49.97,-148.50,4325.66
299.68,342.45,4286.87
-99.77,111.46,4317.36
-196.95,172.03,4026.43
350.00,-371.13,4330.13
0.05,111.35,4327.88
-148.80,198.62,4226.35
-199.85,-177.44,4316.97
0.00,-177.35,4330.17
0.00,342.27,4330.21
-347.53,372.87,4069.74
-149.93,24.76,4332.94
-49.93,82.50,4327.72
571.21,251.63,4318.42
-198.92,-62.49,4183.97
-99.97,-177.36,4328.05
-49.97,197.95,4328.67
-199.04,-4.65,4252.52
-150.00,-371.13,4330.13
-148.97,256.26,4152.22
-99.96,-4.12,4333.68
-150.00,371.13,4330.13
299.03,110.77,4162.64
250.00,82.46,4330.05
50.02,82.47,4329.15
570.25,-51.99,4461.79
-246.21,26.07,4171.73
50.00,-148.48,4330.18
250.00,24.72,4330.08
346.79,25.12,3949.05
149.99,197.93,4329.22
0.04,169.08,4326.25
404.38,-175.72,4671.85
50.00,-90.75,4330.28
-149.76,82.60,4341.93
299.09,-3.62,4171.99
346.74,81.77,3962.64
-248.75,-149.20,4153.73
100.00,-61.88,4330.04
-49.95,24.75,4328.36
200.00,-4.14,4330.06
150.00,24.72,4329.92
349.73,371.29,4306.53
50.02,24.73,4329.53
100.01,-4.14,4330.06
-149.82,-90.85,4321.27
-567.66,-51.70,4850.37
-149.82,-148.58,4306.04
0.02,-4.13,4329.87
100.00,-177.35,4330.17
-250.00,-371.13,4330.13
0.01,-61.87,4329.80
249.95,371.16,4326.19
-197.36,286.10,4105.32
354.11,-87.66,4928.44
-197.94,113.72,4287.58
149.98,-148.47,4327.93
298.94,-61.27,4237.88
-100.00,342.26,4330.13
-245.28,86.61,4154.96
149.98,-90.73,4325.74
-247.83,-91.99,4182.70
-350.04,-145.20,4452.74
199.95,284.56,4325.54
249.82,-148.38,4321.33
199.98,-61.86,4327.88
249.82,-90.64,4305.95
299.85,-177.26,4343.31
355.03,-145.92,5218.35
50.00,371.13,4330.04
-349.92,-372.14,4179.73
-570.67,151.81,4399.95
-298.48,-176.00,4042.99
199.97,-177.34,4332.35
-299.92,-343.27,4244.16
199.95,342.29,4322.26
-200.00,-342.26,4330.13
100.00,342.27,4329.96
298.82,168.44,4236.85
-100.00,-342.26,4330.13
249.78,197.87,4298.82
-50.00,-371.13,4330.13
150.00,82.46,4329.95
50.01,197.93,4329.06
249.73,255.63,4311.33
100.01,111.33,4329.50
149.99,255.67,4328.82
50.01,255.67,4329.20
100.00,284.53,4330.04
299.47,284.65,4323.46
353.43,195.03,4883.85
354.12,253.48,5160.45
-388.16,-56.08,3789.67
-395.42,342.21,4417.81
546.95,-200.12,3905.46
-449.69,-278.81,3638.75
-447.89,369.34,4598.38
474.02,-255.38,3724.64
-445.48,-235.24,3233.09
480.67,-8.07,3963.40
449.67,372.80,4080.59
-448.84,-375.22,3717.03
404.01,284.07,4833.23
572.35,-150.37,4147.93
-490.42,206.55,3724.87
-544.11,202.06,4007.34
496.15,-203.04,3601.57
399.40,344.09,4184.24
-398.76,-347.35,3812.04
-338.69,28.07,4375.99
-294.48,182.20,4235.48
-467.64,257.42,3760.28
398.64,-54.61,3850.84
-292.19,-2.88,4215.79
-346.41,-89.51,4609.56
397.78,161.04,3937.65
-293.16,290.54,3932.35
-244.36,204.10,4058.07
542.26,375.60,3660.25
575.60,342.26,3660.25
-542.26,-375.60,3660.25
-575.60,-342.26,3660.25
542.60,-102.36,4106.96
-575.81,342.48,3628.07
-542.48,375.81,3628.07
575.84,-342.51,3623.79
542.51,-375.84,3623.79
-573.45,250.24,3983.14
-483.55,-198.48,3769.76
-395.77,-169.69,3532.35
-386.36,291.53,3411.95
-418.47,256.49,3205.30
432.75,-258.90,2443.23
574.60,-249.75,3809.84
-382.17,1.28,3554.59
-335.71,267.74,3035.91
391.17,0.52,3376.89
-293.93,-63.10,3972.22
390.87,105.45,3319.43
-244.60,260.53,3964.80
-491.10,-350.82,2953.59
491.93,348.39,2959.78
492.72,-345.22,3053.02
546.81,293.89,2808.45
-543.39,-292.42,3107.24
500.66,-294.97,2972.83
-490.37,345.16,3305.19
250.00,-241.94,2679.49
250.00,-277.67,2679.49
150.00,-241.94,2679.49
300.00,-295.53,2679.49
50.00,-241.94,2679.49
400.21,-293.78,2565.04
0.00,-224.08,2679.49
-100.00,-224.08,2679.49
100.00,-224.08,2679.49
-200.00,-224.08,2679.49
-250.00,-241.94,2679.49
200.00,-224.08,2679.49
350.00,-277.67,2679.49
150.00,-277.67,2679.49
100.00,-295.53,2679.49
-299.58,-222.10,2794.11
-150.00,-241.94,2679.49
-50.00,-241.94,2679.49
50.00,-277.67,2679.49
200.00,-295.53,2679.49
399.21,-224.93,2552.21
300.00,-224.08,2679.49
350.00,-241.94,2679.49
-0.00,-295.53,2679.49
-250.00,-277.67,2679.49
-200.00,-295.53,2679.49
-100.00,-295.53,2679.49
-150.00,-277.67,2679.49
-299.92,-296.54,2748.03
-50.00,-277.67,2679.49
-386.34,208.11,3250.09
-497.15,295.40,3143.59
496.48,300.02,2741.46
-492.23,-300.98,3050.21
-349.30,-240.12,2963.51
-349.64,-278.83,2794.60
-337.28,215.84,3305.58
-549.26,292.72,2880.34
-398.48,-300.78,2943.98
550.44,-292.26,2887.53
-393.93,-218.51,2688.41
