Poly,7,140,1507.097,5580.41,1442.111,5747.419,1416.537,5885.442,1517.245,6486.109,1691.539,6960.543,1848.437,7280.247,2024.548,7550.876,2529.396,8114.011,2757.871,8388.349,2925.702,8674.475,3262.676,10071.779,3390.023,10772.377,3520.061,11105.742,3744.427,11419.713,3888.51,11570.107,3967.643,11768.1,3898.771,11901.044,3828.989,12041.66,3754.806,12394.359,3787.333,12782.467,3886.812,13106.92,4082.589,13411.744,4366.385,13619.746,4634.347,13706.561,4899.393,13715.272,5077.055,13677.214,5257.123,13591.91,5389.623,13493.185,5595.826,13368.067,5702.693,13349.656,5912.678,13368.067,6509.208,13523.447,7563.982,13605.854,8170.718,13532.406,8875.764,13424.831,9209.762,13401.94,9374.229,13499.954,9497.363,13643.599,9585.764,13732.892,9806.011,13836.609,9993.31,13848.604,10182.823,13811.998,10360.195,13732.892,10509.127,13620.116,10629.095,13479.64,10717.721,13320.176,10780.404,13117.514,10770.534,12624.006,10708.054,12266.616,10684.107,12068.498,10684.107,12020.799,10787.872,11881.18,10985.323,11680.802,11148.947,11381.371,11211.744,11164.283,11268.461,10915.578,11299.839,10816.916,11335.897,10764.31,11369.167,10769.219,11435.635,10877.599,11596.557,11241.197,11668.129,11321.986,11810.003,11419.606,12306.712,11559.345,12553.606,11573.804,12907.259,11517.813,13073.393,11440.593,13206.052,11340.205,13426.731,11051.221,13510.755,10852.201,13562.908,10343.149,13510.755,10074.777,13331.395,9677.012,12863.764,9029.966,12274.628,8230.325,11804.864,7717.005,11494.608,7367.478,11447.599,7217.886,11239.932,6414.566,11004.748,5761.71,10654.296,5131.41,10271.356,4526.304,10040.361,4107.603,9886.271,3702.92,9849.809,3190.983,9886.271,2823.133,9908.404,2286.428,9857.763,2106.295,9768.226,1957.734,9682.375,1879.959,9264.375,1801.323,8909.675,1774.523,8559.331,1747.319,8207.103,1757.84,7976.032,1801.323,7677.841,1929.454,7593.509,2014.865,7540.657,2213.944,7593.509,2588.293,7615.23,2789.188,7593.509,2871.332,7244.09,3033.068,7003.773,3065.276,6806.396,3033.068,6629.132,2900.404,6601.53,2802.685,6629.132,2595.311,6695.553,2222.343,6671.607,2055.721,6629.132,1985.125,6367.282,1844.862,5871.215,1787.024,5054.199,1844.862,4782.465,1850.073,4631.031,1890.917,4507.212,2005.598,4431.633,2167.743,4387.775,2360.416,4365.115,2605.238,4365.115,3324.544,4199.075,4182.464,4048.573,4606.123,3970.813,4785.177,3851.812,5039.342,3721.384,5335.174,3571.039,5736.134,3494.958,5966.72,3404.785,6240.843,3375.623,6270.835,3375.623,6180.319,3361.243,6034.491,3294.208,5835.896,3026.352,5420.992,2887.978,5286.909,2584.361,5106.829,2414.246,5066.581,2232.174,5070.437,2054.24,5115.455,1657.687,5372.797,1507.097,5580.41
Poly,250,37,7742.262,2962.853,7818.534,2766.244,7840.237,2616.077,7836.641,2551.254,7824.144,2335.045,7840.237,2281.541,7939.433,2189.707,8146.405,2122.432,8379.961,2091.318,8885.29,2122.432,9214.431,2187.046,9436.393,2297.86,9552.343,2420.037,9652.873,2611.857,9705.821,2832.302,9705.821,3097.483,9687.321,3240.834,9663.042,3442.481,9670.706,3649.971,9762.972,3909.345,9810.598,3988.494,9861.884,4078.015,9865.028,4092.932,9841.615,4096.949,9750.556,4050.198,9587.436,3950.142,9269.045,3780.399,9075.663,3694.878,8758.741,3538.092,8489.128,3326.378,8322.14,3213.781,8107.902,3116.442,7852.483,3052.606,7751.333,3035.722,7701.007,3019.647,7693.889,3000.187,7742.262,2962.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poly,250,18,4848.108,2291.108,4704.414,2492.057,4659.689,2890.269,4659.689,3446.952,4507.638,4011.732,4521.448,4166.172,4597.389,4125.007,4826.391,3942.685,5903.856,3572.917,6178.488,3447.233,6351.694,3308.811,6432.424,3113.755,6347.04,2739.923,6424.292,2309.205,6237.26,2191.366,6065.07,2146.929,5648.567,2120.424,5208.586,2191.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poly,250,49,2079.138,5515.25,1917.965,5690.837,1851.374,5782.14,1801.576,5877.654,1784.288,5929.038,1769.63,6085.176,1784.89,6195.272,1815.962,6307.196,1910.292,6529.258,2022.678,6737.806,2227.177,7091.96,2329.758,7267.991,2442.951,7465.524,2599.831,7747.198,2729.975,7982.091,2812.338,8120.642,2894.019,8242.215,2972.138,8334.938,3043.819,8386.939,3106.183,8386.345,3136.472,8357.903,3156.463,8322.085,3198.145,8200.328,3276.871,7852.633,3305.209,7624.398,3314.029,7403.776,3292.175,7081.711,3242.819,6778.142,3218.348,6554.104,3219.418,6293.966,3213.953,6289.117,3198.861,6298.881,3154.363,6354.662,3109.662,6412.463,3100.996,6420.808,3085.194,6421.908,3081.799,6378.523,3090.128,6301.713,3100.996,6208.397,3095.073,5966.087,3059.89,5832.702,3003.652,5721.928,2929.843,5632.611,2841.946,5563.595,2743.445,5513.727,2637.826,5481.852,2579.319,5471.75,2305.409,5476.475,2079.138,5515.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poly,250,22,4268.785,12023.501,4242.171,12257.388,4268.785,12551.094,4341.969,12727.494,4495.042,12926.02,4660.068,13029.032,4897.554,13042.378,5144.513,13029.032,5451.185,13048.41,5527.617,13029.032,5507.259,12981.154,5418.467,12899.877,5235.178,12767.476,5069.109,12657.96,4896.324,12543.541,4741.766,12420.1,4477.272,12131.814,4355.347,11985.48,4309.616,11941.828,4277.813,11929.193,4267.69,11941.847,4268.785,12023.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poly,250,14,9427.839,13277.168,9806.06,13011.034,10207.438,12582.906,10412.012,12323.556,10477.527,12253.163,10508.471,12239.632,10471.212,12412.475,10423.564,12629.19,10433.629,12908.089,10423.564,13061.175,10271.566,13268.252,9999.03,13400.592,9847.278,13409.897,9427.839,13277.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poly,250,26,11435.032,10244.268,11571.894,9314.988,11585.356,8943.275,11571.894,8490.302,11623.96,8499.519,11707.572,8602.087,11825.492,8759.833,12075.36,9001.815,12240.103,9121.89,12511.032,9406.87,12775.23,9783.755,12964.667,10071.285,13149.892,10378.082,13202.163,10586.211,13164.747,10810.648,13065.3,10980.451,12864.05,11123.347,12525.903,11201.708,12168.535,11195.545,11955.937,11134.279,11845.618,11068.954,11666.972,10832.109,11608.123,10550.005,11596.036,10339.03,11543.377,10260.668,11435.032,10244.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poly,1,44,12240.626,9937.771,12110.483,10076.989,12052.199,10152.481,12002.06,10235.032,11950.612,10367.347,11937.164,10430.241,11929.309,10539.277,11944.328,10642.888,11962.021,10689.107,11987.36,10729.708,12020.987,10763.269,12049.01,10781.395,12113.986,10803.881,12168.829,10809.09,12224.263,10803.343,12276.504,10785.979,12321.763,10756.341,12356.255,10713.77,12375.275,10662.356,12380.558,10592.435,12377.151,10539.544,12375.521,10525.397,12375.275,10522.615,12377.896,10534.617,12382.651,10555.719,12409.735,10643.605,12424.463,10674.664,12457.64,10723.204,12496.983,10759.963,12540.817,10785.022,12587.466,10798.464,12635.253,10800.372,12670.391,10794.4,12727.625,10770.541,12805.767,10705.151,12858.334,10619.758,12869.071,10586.078,12874.789,10529.449,12855.173,10441.326,12807.085,10356.788,12738.285,10277.109,12559.652,10130.374,12401.548,10028.51,12240.626,9937.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poly,4,35,4381.996,7009.313,4072.842,7597.244,3846.619,8191.596,3748.947,8863.536,3846.619,9797.401,3958.067,10175.411,4231.036,10778.662,4605.7,11334.309,5059.812,11813.419,5781.383,12300.616,6197.468,12465.529,6842.925,12615.291,7192.037,12660.893,8453.789,12660.893,8819.47,12598.949,9453.012,12393.31,10232.781,11822.857,10446.862,11551.037,10867.576,10765.522,11025.011,10362.529,11186.118,9812.547,11298.476,9079.513,11316.928,8714.985,11235.136,7752.724,11061.525,7249.29,10591.314,6609.981,10212.821,6321.844,9425.047,6027.683,8428.165,5925.499,8088.075,5918.614,7427.951,5934.449,6774.983,5996.512,6080.349,6123.671,5479.75,6298.597,4883.144,6586.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poly,6,35,4450.625,7064.459,4151.747,7632.85,3930.761,8213.441,3836.011,8865.284,3931.737,9780.549,4039.258,10145.238,4306.756,10736.398,4673.341,11280.063,5116.013,11747.103,5821.952,12223.747,6223.296,12382.817,6858.323,12530.159,7197.657,12574.484,8446.523,12574.484,8798.805,12514.809,9413.167,12315.396,10172.216,11760.101,10374.277,11503.542,10788.967,10729.274,10943.149,10334.608,11101.577,9793.772,11212.399,9070.761,11230.333,8716.466,11149.947,7770.743,10984.124,7289.893,10529.076,6671.199,10170.637,6398.329,9405.207,6112.512,8422.876,6011.819,8088.237,6005.045,7433.081,6020.76,6786.873,6082.181,6100.263,6207.871,5510.808,6379.551,4930.525,6659.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
